aah	ɑ
pubic	ˈpyu.bɪk
pubis	ˈpyu.bɪs
publican	ˈpʌ.blɪ.kən
publication	ˌpʌ.blɪ.ˈkeɪ.ʃən
public	ˈpʌ.blɪk
publicist	ˈpʌ.blə.sɪst
publicity	pʌ.ˈblɪ.sɪ.ti
publicize	ˈpʌ.blə.ˌsaɪz
publicly	ˈpʌ.blɪ.kli
publicness	ˈpʌ.blɪk.nɪs
publisher	ˈpʌ.blɪ.ʃəɹ
publish	ˈpʌ.blɪʃ
publishing	ˈpʌ.blɪ.ʃɪŋ
Puccini	pu.ˈtʃi.ni
Puccini	put.ˈtʃi.ni
puccoon	pə.ˈkun
puce	pyus
pucka	ˈpʌ.kə
pucker	ˈpʌ.kəɹ
puckery	ˈpʌ.kə.ɹi
puck	pʌk
Puck	pʌk
puckish	ˈpʌ.kɪʃ
pudding	ˈpʊ.dɪŋ
puddle	ˈpʌdl
puddling	ˈpʌd.lɪŋ
pudency	ˈpyudn.si
pudendum	pyu.ˈdɛn.dəm
pudgy	ˈpʌd.ʒi
pud	pʊd
pueblo	ˈpwɛ.bloʊ
pueblo	ˈpwɛ.blɔ
Pueblo	ˈpwɛ.bloʊ
puerile	ˈpyu.ə.ɹɪl
puerile	ˈpyu.ə.ˌɹaɪl
puerile	ˈpyʊə.ɹɪl
puerile	ˈpyʊə.aɪl
puerilism	ˈpyu.ə.ɹə.ˌlɪ.zəm
puerilism	ˈpyʊə.ɹə.ˌlɪ.zəm
puerility	ˌpyu.ə.ˈɹɪ.lɪ.ti
puerility	pyʊ.ˈɹɪ.lɪ.ti
puerpera	pyu.ˈɜɹ.pə.ɹə
puerperal	pyu.ˈɜɹ.pə.ɹəl
puerperium	ˌpyu.əɹ.ˈpɪə.ɹi.əm
puffball	ˈpʌf.ˌbɔl
puffer	ˈpʌ.fəɹ
puffery	ˈpʌ.fə.ɹi
puff	pʌf
puffin	ˈpʌ.fɪn
puffy	ˈpʌ.fi
pugaree	ˈpʌ.gə.ɹi
puggaree	ˈpʌ.gə.ɹi
pugging	ˈpʌ.gɪŋ
pugh	pu
pugh	pyu
pugh	ˈpi.ˈyu
pug	pʌg
pugilism	ˈpyud.ʒə.ˌlɪ.zəm
pugilist	ˈpyud.ʒə.lɪst
pugmark	ˈpʌg.ˌmɑɹk
pugnacious	pʌg.ˈneɪ.ʃəs
pugree	ˈpʌ.gɹi
puisne	ˈpyu.ni
puissance	ˈpyu.ə.səns
puissance	pyu.ˈɪ.səns
puissance	ˈpwɪ.səns
puissant	ˈpyu.ə.sənt
puissant	pyu.ˈɪ.sənt
puissant	ˈpwɪ.sənt
puja	ˈpud.ʒɑ
puke	pyuk
pukka	ˈpʌ.kə
pula	ˈpu.lɑ
Pula	ˈpu.lɑ
pulchritude	ˈpʌl.kɹɪ.ˌtud
pulchritude	ˈpʌl.kɹɪ.ˌtyud
pulchritudinous	ˌpʌl.kɹɪ.ˈtud.nəs
pulchritudinous	ˌpʌl.kɹɪ.ˈtyud.nəs
pule	pyul
pul	pul
puli	ˈpʊ.li
puli	ˈpyu.li
puling	ˈpyu.lɪŋ
Pulitzer	ˈpʊ.lɪt.səɹ
Pulitzer	ˈpyu.lɪt.səɹ
pullback	ˈpʊl.ˌbæk
pulled	pʊld
pullet	ˈpʊ.lɪt
pulley	ˈpʊ.li
pull	pʊl
pull-in	ˈpʊl.ˌɪn
Pullman	ˈpʊl.mən
pullout	ˈpʊl.ˌaʊt
pullover	ˈpʊl.ˌoʊ.vəɹ
pullulate	ˈpʌ.lyə.ˌleɪt
pull-up	ˈpʊl.ˌʌp
pulmonary	ˈpʌl.mə.ˌnɛ.ɹi
pulmonary	ˈpʊl.mə.ˌnɛ.ɹi
pulmonate	ˈpʌl.mə.ˌneɪt
pulmonate	ˈpʌl.mə.ˌnɪt
pulmonate	ˈpʊl.mə.ˌneɪt
pulmonic	pʌl.ˈmɒ.nɪk
pulmonic	pʊl.ˈmɒ.nɪk
Pulmotor	ˈpʌl.ˌmoʊ.təɹ
Pulmotor	ˈpʊl.ˌmoʊ.təɹ
pulp	pʌlp
pulping	ˈpʌl.pɪŋ
pulpit	ˈpʊl.pɪt
pulpit	ˈpʌl.pɪt
pulpwood	ˈpʌlp.ˌwʊd
pulpy	ˈpʌl.pi
pulque	ˈpʊl.ki
pulque	ˈpul.kɛ
pulsar	ˈpʌl.sɑɹ
pulsate	ˈpʌl.seɪt
pulsatile	ˈpʌl.sə.tɪl
pulsatile	ˈpʌls.ˌtaɪl
pulsation	pʌl.ˈseɪ.ʃən
pulsative	ˈpʌl.sə.tɪv
pulsator	ˈpʌl.seɪ.təɹ
pulsator	pʌl.ˈseɪ.təɹ
pulsatory	ˈpʌl.sə.ˌtɔ.ɹi
pulsatory	ˈpʌl.sə.ˌtoʊ.ɹi
pulse	pʌls
pulverable	ˈpʌl.və.ɹə.bəl
pulverize	ˈpʌl.və.ˌɹaɪz
pulverulent	pʌl.ˈvɛ.ɹyə.lənt
pulverulent	pʌl.ˈvɛ.ɹə.lənt
pulvillus	pʌl.ˈvɪ.ləs
pulvinar	pʌl.ˈvaɪ.nəɹ
pulvinate	ˈpʌl.və.ˌneɪt
pulvinus	pʌl.ˈvaɪ.nəs
puma	ˈpyu.mə
puma	ˈpu.mə
pumelo	ˈpʌ.mə.ˌloʊ
pumice	ˈpʌ.mɪs
pummel	ˈpʌ.məl
pummelo	ˈpʌ.mə.ˌloʊ
pumper	ˈpʌm.pəɹ
pumpernickel	ˈpʌm.pəɹ.ˌnɪ.kəl
pump	pʌmp
pumping	ˈpʌm.pɪŋ
pumpkin	ˈpʌmp.kɪn
pumpkin	ˈpʌŋ.kɪn
pumpkinseed	ˈpʌmp.kɪn.ˌsid
pumpkinseed	ˈpʌŋ.kɪn.ˌsid
puna	ˈpu.nɑ
punchball	ˈpʌntʃ.ˌbɔl
punchboard	ˈpʌntʃ.ˌbɔɹd
punchboard	ˈpʌntʃ.ˌboʊɹd
puncheon	ˈpʌnt.ʃən
punch	pʌntʃ
Punch	pʌntʃ
Punchinello	ˌpʌnt.ʃə.ˈnɛ.loʊ
punchy	ˈpʌnt.ʃi
punctate	ˈpʌŋk.teɪt
punctation	pʌŋk.ˈteɪ.ʃən
punctilio	pʌŋk.ˈtɪ.li.ˌoʊ
punctilious	pʌŋk.ˈtɪ.li.əs
punctual	ˈpʌŋkt.ʃu.əl
punctuality	ˌpʌŋkt.ʃu.ˈæ.lɪ.ti
punctuate	ˈpʌŋkt.ʃu.ˌeɪt
punctuation	ˌpʌŋkt.ʃu.ˈeɪ.ʃən
puncture	ˈpʌŋkt.ʃəɹ
pundit	ˈpʌn.dɪt
punditry	ˈpʌn.dɪ.tɹi
pungent	ˈpʌnd.ʒənt
pung	pʌŋ
pun	pʌn
punishable	ˈpʌ.nɪ.ʃə.bəl
punish	ˈpʌ.nɪʃ
punishing	ˈpʌ.nɪ.ʃɪŋ
punishment	ˈpʌ.nɪʃ.mənt
punition	pyu.ˈnɪ.ʃən
punitive	ˈpyu.nɪ.tɪv
Punjab	pʌn.ˈdʒɑb
Punjab	ˈpʌnd.ʒɑb
Punjabi	pʌn.ˈdʒɑ.bi
punkah	ˈpʌŋ.kə
punker	ˈpʌŋ.kəɹ
punk	pʌŋk
punkie	ˈpʌŋ.ki
punkin	ˈpʌŋ.kɪn
punky	ˈpʌŋ.ki
punner	ˈpʌ.nəɹ
punnet	ˈpʌ.nɪt
punny	ˈpʌ.ni
punster	ˈpʌn.stəɹ
punt	pʌnt
punt	pʊnt
Punt	pʊnt
punty	ˈpʌn.ti
puny	ˈpyu.ni
pupa	ˈpyu.pə
pupate	ˈpyu.peɪt
pupfish	ˈpʌp.ˌfɪʃ
pup	pʌp
pupilage	ˈpyu.pə.lɪdʒ
pupil	ˈpyu.pəl
pupillary	ˈpyu.pə.ˌlɛ.ɹi
puppeteer	ˌpʌ.pɪ.ˈtɪəɹ
puppet	ˈpʌ.pɪt
puppetry	ˈpʌ.pɪ.tɹi
puppy	ˈpʌ.pi
pupu	ˈpu.pu
Purana	pʊ.ˈɹɑ.nə
purblind	ˈpɜɹ.ˌblaɪnd
Purcell	pɜɹ.ˈsɛl
Purcell	ˈpɜɹ.səl
purchasable	ˈpɜɹt.ʃə.sə.bəl
purchase	ˈpɜɹt.ʃəs
purdah	ˈpɜɹ.də
Purdy	ˈpɜɹ.di
pureblood	ˈpyʊəɹ.ˌblʌd
purebred	ˈpyʊəɹ.ˈbɹɛd
purebred	ˈpyʊəɹ.ˌbɹɛd
pure	pyʊəɹ
purely	ˈpyʊəɹ.li
purfle	ˈpɜɹ.fəl
purgation	pɜɹ.ˈgeɪ.ʃən
purgative	ˈpɜɹ.gə.tɪv
purgatorial	ˌpɜɹ.gə.ˈtɔ.ɹi.əl
purgatorial	ˌpɜɹ.gə.ˈtoʊ.ɹi.əl
purgatory	ˈpɜɹ.gə.ˌtɔ.ɹi
purgatory	ˈpɜɹ.gə.ˌtoʊ.ɹi
purge	pɜɹdʒ
pur	pɜɹ
purificator	ˈpyʊə.ɹə.fɪ.ˌkeɪ.təɹ
purify	ˈpyʊə.ɹə.ˌfaɪ
puri	ˈpʊ.ə.ɹi
Puri	ˈpʊ.ə.ɹi
Puri	pʊ.ˈɹi
Purim	ˈpʊ.ə.ɹɪm
Purim	pu.ˈɹim
purine	ˈpyʊə.ɹin
purine	ˈpyʊə.ɹɪn
purism	ˈpyʊə.ɹɪ.zəm
Puritan	ˈpyʊə.ɹɪtn
puritanical	ˌpyʊə.ɹɪ.ˈtæ.nɪ.kəl
Puritanism	ˈpyʊə.ɹɪtn.ˌɪ.zəm
purity	ˈpyʊə.ɹɪ.ti
purl	pɜɹl
purlieu	ˈpɜɹ.lu
purlieu	ˈpɜɹ.lyu
purlin	ˈpɜɹ.lɪn
purloin	pəɹ.ˈlɔɪn
purloin	ˈpɜɹ.lɔɪn
purpleheart	ˈpɜɹ.pəl.ˌhɑɹt
purple	ˈpɜɹ.pəl
purplish	ˈpɜɹ.plɪʃ
purported	pəɹ.ˈpɔɹ.tɪd
purported	pəɹ.ˈpoʊɹ.tɪd
purport	pəɹ.ˈpɔɹt
purport	pəɹ.ˈpoʊɹt
purport	ˈpɜɹ.pɔɹt
purport	ˈpɜɹ.poʊɹt
purposeful	ˈpɜɹ.pə.sfəl
purpose	ˈpɜɹ.pəs
purposeless	ˈpɜɹ.pə.slɪs
purposely	ˈpɜɹ.pə.sli
purposive	ˈpɜɹ.pə.sɪv
purpura	ˈpɜɹ.pyʊə.ɹə
purpure	ˈpɜɹ.pyʊəɹ
purpurin	ˈpɜɹ.pyʊ.ɹɪn
purr	pɜɹ
purse	pɜɹs
purser	ˈpɜɹ.səɹ
purslane	ˈpɜɹ.sleɪn
purslane	ˈpɜɹ.slɪn
pursuance	pəɹ.ˈsu.əns
pursuant	pəɹ.ˈsu.ənt
pursue	pəɹ.ˈsu
pursuer	pəɹ.ˈsu.əɹ
pursuit	pəɹ.ˈsut
pursuivant	ˈpɜɹ.swɪ.vənt
pursy	ˈpɜɹ.si
purtenance	ˈpɜɹt.nəns
purty	ˈpɜɹ.ti
purulence	ˈpyʊə.ɹə.ləns
purulence	ˈpyʊə.ɹyə.ləns
purulent	ˈpyʊə.ɹə.lənt
purulent	ˈpyʊə.ɹyə.lənt
purveyance	pəɹ.ˈveɪ.əns
purvey	pəɹ.ˈveɪ
purveyor	pəɹ.ˈveɪ.əɹ
purview	ˈpɜɹ.vyu
pushball	ˈpʊʃ.ˌbɔl
pushcart	ˈpʊʃ.ˌkɑɹt
push-down	ˈpʊʃ.ˌdaʊn
pusher	ˈpʊ.ʃəɹ
pushful	ˈpʊʃ.fəl
push	pʊʃ
pushing	ˈpʊ.ʃɪŋ
push-in	ˈpʊʃ.ˌɪn
Pushkin	ˈpʊʃ.kɪn
Pushkin	ˈpuʃ.ky.ɪn
pushover	ˈpʊʃ.ˌoʊ.vəɹ
pushpin	ˈpʊʃ.ˌpɪn
pushrod	ˈpʊʃ.ˌɹɒd
pus	pʌs
push-up	ˈpʊʃ.ˌʌp
pushy	ˈpʊ.ʃi
pusillanimity	ˌpyu.sə.lə.ˈnɪ.mɪ.ti
pusillanimous	ˌpyu.sə.ˈlæ.nə.məs
puss	pʊs
pussycat	ˈpʊ.si.ˌkæt
pussyfoot	ˈpʊ.si.ˌfʊt
pussy	ˈpʊ.si
pussy	ˈpʌ.si
pussy-toes	ˈpʊ.si.ˌtoʊz
pustulant	ˈpʌst.ʃə.lənt
pustular	ˈpʌst.ʃə.ləɹ
pustulate	ˈpʌst.ʃə.ˌleɪt
pustulate	ˈpʌst.ʃə.lɪt
pustulate	ˈpʌstʃ.ˌleɪt
pustulation	ˌpʌst.ʃə.ˈleɪ.ʃən
pustule	ˈpʌst.ʃʊl
pustulous	ˈpʌst.ʃə.ləs
putamen	pyu.ˈteɪ.mɪn
putative	ˈpyu.tə.tɪv
put-down	ˈpʊt.ˌdaʊn
put	pʊt
putlog	ˈpʊt.ˌlɔg
putlog	ˈpʊt.ˌlɒg
putlog	ˈpʌt.ˌlɔg
Putnam	ˈpʌt.nəm
putoff	ˈpʊt.ˌɔf
putoff	ˈpʊt.ˌɒf
Putonghua	ˈpu.ˈtʌŋ.ˈʍɑ
put-on	ˈpʊt.ˌɒn
put-on	ˈpʊt.ˌɔn
put-on	ˈpʊt.ˈɒn
put-on	ˈpʊt.ˈɔn
put-out	ˈpʊt.ˌaʊt
putrefaction	ˌpyu.tɹə.ˈfæk.ʃən
putrefy	ˈpyu.tɹə.ˌfaɪ
putrescent	pyu.ˈtɹɛ.sənt
putrescible	pyu.ˈtɹɛ.sə.bəl
putrid	ˈpyu.tɹɪd
putsch	pʊtʃ
putschist	ˈpʊt.ʃɪst
puttee	pʌ.ˈti
puttee	pʊ.ti
puttee	ˈpʌ.ti
putter	ˈpʌ.təɹ
putter	ˈpʊ.təɹ
putt	pʌt
puttie	ˈpʌ.ti
puttier	ˈpʌ.ti.əɹ
putto	ˈpu.toʊ
putto	ˈput.tɔ
putty	ˈpʌ.ti
puttyroot	ˈpʌ.ti.ˌɹut
puttyroot	ˈpʌ.ti.ˌɹʊt
putz	pʌts
puzzleheaded	ˈpʌ.zəl.ˌhɛ.dɪd
puzzle	ˈpʌ.zəl
puzzlement	ˈpʌ.zəl.mənt
puzzler	ˈpʌz.ləɹ
puzzling	ˈpʌz.lɪŋ
pyaemia	paɪ.ˈi.mi.ə
pya	py.ɑ
pya	pi.ˈɑ
pycnidium	pɪk.ˈnɪ.di.əm
pycnometer	pɪk.ˈnɒ.mɪ.təɹ
pye	paɪ
pyelitis	ˌpaɪ.ə.ˈlaɪ.tɪs
pyelogram	ˈpaɪ.ə.lə.ˌgɹæm
pyelogram	paɪ.ˈɛ.lə.ˌgɹæm
pyelonephritis	ˌpaɪ.ə.loʊ.nə.ˈfɹaɪ.tɪs
pyelonephritis	paɪ.ˌɛ.loʊ.nə.ˈfɹaɪ.tɪs
pyemia	paɪ.ˈi.mi.ə
pygidium	paɪ.ˈdʒɪ.di.əm
pygmaean	pɪg.ˈmi.ən
pygmaean	ˈpɪg.mi.ən
Pygmy	ˈpɪg.mi
pyin	ˈpaɪ.ɪn
pyjamas	pə.ˈdʒɑ.məz
pyjamas	pə.ˈdʒæ.məz
pyknic	ˈpɪk.nɪk
Pyle	paɪl
pylon	ˈpaɪ.lɒn
pylorus	paɪ.ˈlɔ.ɹəs
pylorus	paɪ.ˈloʊ.ɹəs
pylorus	pɪ.ˈlɔ.ɹəs
Pym	pɪm
pyogenic	ˌpaɪ.ə.ˈdʒɛ.nɪk
pyoid	ˈpaɪ.ɔɪd
Pyongyang	ˈpy.ʌŋ.ˈy.ɑŋ
Pyongyang	ˈpy.ʌŋ.ˈyæŋ
Pyongyang	ˈpy.ɒŋ.ˈy.ɑŋ
pyorrhea	ˌpaɪ.ə.ˈɹi.ə
pyosis	paɪ.ˈoʊ.sɪs
pyracantha	ˌpaɪ.ɹə.ˈkæn.θə
pyralid	ˈpɪ.ɹə.lɪd
pyramidal	pɪ.ˈɹæ.mɪdl
pyramid	ˈpɪ.ɹə.mɪd
pyramidical	ˌpɪ.ɹə.ˈmɪ.dɪ.kəl
pyran	ˈpaɪ.ɹæn
pyran	paɪ.ˈɹæn
pyranose	ˈpaɪ.ɹə.ˌnoʊs
pyranose	ˈpaɪ.ɹə.ˌnoʊz
pyranoside	paɪ.ˈɹæ.nə.ˌsaɪd
pyrargyrite	paɪ.ˈɹɑɹd.ʒə.ˌɹaɪt
pyre	paɪ.əɹ
Pyrenees	ˈpɪ.ɹə.ˌniz
pyrene	ˈpaɪ.ɹin
pyrene	paɪ.ˈɹin
pyrenoid	paɪ.ˈɹi.nɔɪd
pyrenoid	ˈpaɪ.ɹə.ˌnɔɪd
pyrethrin	paɪ.ˈɹi.θɹɪn
pyrethrin	paɪ.ˈɹɛ.θɹɪn
pyrethroid	paɪ.ˈɹi.θɹɔɪd
pyrethroid	paɪ.ˈɹɛ.θɹɔɪd
pyrethrum	paɪ.ˈɹi.θɹəm
pyrethrum	paɪ.ˈɹɛ.θɹəm
pyretic	paɪ.ˈɹɛ.tɪk
Pyrex	ˈpaɪ.ɹɛks
pyrexia	paɪ.ˈɹɛk.si.ə
pyrheliometer	ˌpaɪ.əɹ.hi.li.ˈɒ.mɪ.təɹ
pyrheliometer	ˌpɪɹ.hi.li.ˈɒ.mɪ.təɹ
pyric	ˈpaɪ.ɹɪk
pyric	ˈpɪ.ɹɪk
pyridine	ˈpɪ.ɹɪ.ˌdin
pyridine	ˈpɪ.ɹɪ.ˌdɪn
pyridoxine	ˌpɪ.ɹɪ.ˈdɒk.sin
pyridoxine	ˌpɪ.ɹɪ.ˈdɒk.sɪn
pyriform	ˈpɪ.ɹə.ˌfɔɹm
pyrimethamine	ˌpaɪ.ɹə.ˈmɛ.θə.ˌmin
pyrimethamine	ˌpaɪ.ɹə.ˈmɛ.θə.ˌmɪn
pyrimidine	paɪ.ˈɹɪ.mɪ.ˌdin
pyrimidine	pɪ.ˈɹɪ.mɪ.ˌdin
pyrimidine	ˈpɪ.ɹə.mɪ.ˌdin
pyrimidine	ˈpɪ.ɹə.mɪ.ˌdɪn
pyrite	ˈpaɪ.ɹaɪt
pyrites	paɪ.ˈɹaɪ.tiz
pyrites	pə.ˈɹaɪ.tiz
pyrites	ˈpaɪ.ɹaɪts
pyrocatechol	ˌpaɪ.ɹə.ˈkæ.tɪ.ˌtʃɔl
pyrocatechol	ˌpaɪ.ɹə.ˈkæ.tɪ.ˌtʃɒl
pyrocatechol	ˌpaɪ.ɹə.ˈkæ.tɪ.ˌkɔl
pyrocatechol	ˌpaɪ.ɹə.ˈkæ.tɪ.ˌkɒl
pyroclastic	ˌpaɪ.ɹə.ˈklæ.stɪk
pyroelectric	ˌpaɪ.ɹoʊ.ɪ.ˈlɛk.tɹɪk
pyroelectricity	ˌpaɪ.ɹoʊ.ɪ.lɛk.ˈtɹɪ.sɪ.ti
pyroelectricity	ˌpaɪ.ɹo.ˌi.lɛk.ˈtɹɪ.sɪ.ti
pyrogallol	ˌpaɪ.ɹə.ˈgæ.lɔl
pyrogallol	ˌpaɪ.ɹə.ˈgæ.lɒl
pyrogallol	ˌpaɪ.ɹə.ˈgə.ˈlɔl
pyrogallol	ˌpaɪ.ɹə.ˈgˈlɒl
pyrogen	ˈpaɪ.ɹəd.ʒən
pyrogen	ˈpaɪɹ.ˌdʒɛn
pyrogenic	ˌpaɪ.ɹə.ˈdʒɛ.nɪk
pyro	ˈpaɪ.ɹoʊ
pyrolize	ˈpaɪ.ɹə.ˌlaɪz
pyrolusite	ˌpaɪ.ɹə.ˈlu.saɪt
pyrolusite	paɪ.ˈɹɒ.lyə.ˌsaɪt
pyrolysis	paɪ.ˈɹɒ.lə.sɪs
pyromancy	ˈpaɪ.ɹə.ˌmæn.si
pyromania	ˌpaɪ.ɹə.ˈmeɪ.ni.ə
pyromania	ˌpaɪ.ɹə.ˈmeɪ.nyə
pyrometallurgy	ˌpaɪ.ɹə.ˈmɛtl.ˌɜɹd.ʒi
pyrometer	paɪ.ˈɹɒ.mɪ.təɹ
pyromorphite	ˌpaɪ.ɹə.ˈmɔɹ.faɪt
pyrone	ˈpaɪ.ɹoʊn
pyrone	paɪ.ˈɹoʊn
pyronine	ˈpaɪ.ɹə.ˌnin
pyrope	ˈpaɪ.ɹoʊp
pyrophoric	ˌpaɪ.ɹə.ˈfɔ.ɹɪk
pyrophoric	ˌpaɪ.ɹə.ˈfɒ.ɹɪk
pyrophosphate	ˌpaɪ.ɹə.ˈfɒ.sfeɪt
pyrophyllite	ˌpaɪ.ɹə.ˈfɪ.laɪt
pyrophyllite	paɪ.ˈɹɒ.fə.ˌlaɪt
pyrosis	paɪ.ˈɹoʊ.sɪs
pyrostat	ˈpaɪ.ɹə.ˌstæt
pyrotechnic	ˌpaɪ.ɹə.ˈtɛk.nɪk
pyrotechnics	ˌpaɪ.ɹə.ˈtɛk.nɪks
pyrotechnist	ˌpaɪ.ɹə.ˈtɛk.nɪst
pyroxene	paɪ.ˈɹɒk.sin
pyroxene	pə.ˈɹɒk.sin
pyroxene	ˈpaɪ.ɹɒk.ˌsin
pyroxenite	paɪ.ˈɹɒk.sə.ˌnaɪt
pyroxenite	pə.ˈɹɒk.sə.ˌnaɪt
pyroxylin	paɪ.ˈɹɒk.sə.lɪn
pyroxylin	pə.ˈɹɒk.sə.lɪn
pyrrhic	ˈpɪ.ɹɪk
Pyrrhic	ˈpɪ.ɹɪk
pyrrhotite	ˈpɪ.ɹə.ˌtaɪt
pyrrole	pɪ.ˈɹoʊl
pyrrole	ˈpɪ.ɹoʊl
pyruvate	paɪ.ˈɹu.veɪt
pyruvate	pɪ.ˈɹu.veɪt
Pythagoras	pɪ.ˈθæ.gə.ɹəs
pythoness	ˈpaɪ.θə.nɪs
pythoness	ˈpɪ.θə.nɪs
python	ˈpaɪ.θɒn
python	ˈpaɪ.θən
Python	ˈpaɪ.θɒn
Python	ˈpaɪ.θən
pythonic	paɪ.ˈθɒ.nɪk
pythonic	pɪ.ˈθɒ.nɪk
pyuria	paɪ.ˈyʊə.ɹi.ə
pyx	pɪks
pyxidium	pɪk.ˈsɪ.di.əm
pyxie	ˈpɪk.si
pyxis	ˈpɪk.sɪs
Pyxis	ˈpɪk.sɪs
qadi	ˈkɑ.di
qadi	ˈkeɪ.di
qaid	kɑ.ˈið
qaid	kaɪð
qat	kɑt
q	kyu
Qi	tʃœ
Qing	tʃɪŋ
Qin	tʃɪn
qintar	kɪn.ˈtɑɹ
qiviut	ˈki.vi.ət
qiviut	ˈkiv.ˌut
qoph	kɔf
Quaalude	ˈkweɪ.lud
quackery	ˈkwæ.kə.ɹi
quack	kwæk
quacksalver	ˈkwæk.ˌsæl.vəɹ
quad	kwɒd
quadplex	ˈkwɒd.ˌplɛks
quadrangle	ˈkwɒd.ˌɹæŋ.gəl
quadrangular	kwɒ.ˈdɹæŋ.gyə.ləɹ
quadrans	ˈkwɒ.dɹænz
quadrant	ˈkwɒ.dɹənt
quadraphonic	ˌkwɒ.dɹə.ˈfɒ.nɪk
quadrate	ˈkwɒ.dɹɪt
quadrate	ˈkwɒ.dɹeɪt
quadrat	ˈkwɒ.dɹət
quadratic	kwɒ.ˈdɹæ.tɪk
quadratics	kwɒ.ˈdɹæ.tɪks
quadrature	ˈkwɒ.dɹət.ʃəɹ
quadrature	ˈkwɒdɹ.ˌtʃʊ.əɹ
quadrennial	kwɒ.ˈdɹɛ.ni.əl
quadrennium	kwɒ.ˈdɹɛ.ni.əm
quadricep	ˈkwɒ.dɹə.sɛp
quadriceps	ˈkwɒ.dɹə.ˌsɛps
quadric	ˈkwɒ.dɹɪk
quadrifid	ˈkwɒ.dɹə.fɪd
quadriga	kwɒ.ˈdɹi.gə
quadriga	kwɒ.ˈdɹaɪ.gə
quadrilateral	ˌkwɒ.dɹə.ˈlæ.tə.ɹəl
quadrille	kwɒ.ˈdɹɪl
quadrille	kwə.ˈdɹɪl
quadrille	kə.ˈdɹɪl
quadrillion	kwɒ.ˈdɹɪ.lyən
quadripartite	ˌkwɒ.dɹə.ˈpɑɹ.taɪt
quadriphonic	ˌkwɒ.dɹə.ˈfɒ.nɪk
quadriphonics	ˌkwɒ.dɹə.ˈfɒ.nɪks
quadriplegia	ˌkwɒ.dɹə.ˈplid.ʒi.ə
quadriplegia	ˌkwɒ.dɹə.ˈplid.ʒə
quadriplegic	ˌkwɒ.dɹə.ˈplid.ʒɪk
quadriplegic	ˌkwɒ.dɹə.ˈplɛd.ʒɪk
quadrivalent	ˌkwɒ.dɹə.ˈveɪ.lənt
quadrivalent	kwɒ.ˈdɹɪ.və.ˈveɪ.lənt
quadrivial	kwɒ.ˈdɹɪ.vi.əl
quadrivium	kwɒ.ˈdɹɪ.vi.əm
quadroon	kwɒ.ˈdɹun
quadrumanous	kwɒ.ˈdɹu.mə.nəs
quadrumvirate	kwɒ.ˈdɹʌm.və.ɹɪt
quadrumvirate	kwɒ.ˈdɹʌm.və.ˌɹeɪt
quadrumvir	kwɒ.ˈdɹʌm.vəɹ
quadruped	ˈkwɒ.dɹʊ.ˌpɛd
quadruple	kwɒ.ˈdɹu.pəl
quadruple	kwɒ.ˈdɹʌ.pəl
quadruple	ˈkwɒ.dɹʊ.pəl
quadruplet	kwɒ.ˈdɹʌ.plɪt
quadruplet	kwɒ.ˈdɹu.plɪt
quadruplet	ˈkwɒ.dɹʊ.plɪt
quadruplicate	kwɒ.ˈdɹu.plɪ.kɪt
quadruplicate	kwɒ.ˈdɹu.plɪ.ˌkeɪt
quadruplicity	ˌkwɒ.dɹʊ.ˈplɪ.sɪ.ti
quads	kwɒdz
quaere	ˈkwɪə.ɹi
quaestor	ˈkwɛ.stəɹ
quaestor	ˈkwi.stəɹ
quaff	kwɒf
quaff	kwæf
quaff	kwɔf
quagga	ˈkwæ.gə
quagga	ˈkwɒ.gə
quaggy	ˈkwæ.gi
quaggy	ˈkwɒ.gi
quag	kwæg
quag	kwɒg
quagmire	ˈkwæg.ˌmaɪ.əɹ
quagmire	ˈkwɒg.ˌmaɪ.əɹ
quahog	ˈkwɔ.hɔg
quahog	ˈkwɔ.hɒg
quahog	kwoʊ.ɔg
quahog	ˈkoʊ.hɔg
quahog	kwə.ˈhɔg
quahog	kwə.ˈhɒg
qua	kweɪ
qua	kwɑ
quaich	kweɪx
quail	kweɪl
quaint	kweɪnt
quake	kweɪk
Quaker	ˈkweɪ.kəɹ
quaky	ˈkweɪ.ki
quale	ˈkwɑ.li
quale	ˈkwɑ.leɪ
quale	ˈkweɪ.li
qualifiable	ˈkwɒ.lə.ˌfaɪ.ə.bəl
qualification	ˌkwɒ.lə.fɪ.ˈkeɪ.ʃən
qualified	ˈkwɒ.lə.ˌfaɪd
qualifier	ˈkwɒ.lə.ˌfaɪ.əɹ
qualify	ˈkwɒ.lə.ˌfaɪ
qualitative	ˈkwɒ.lɪ.ˌteɪ.tɪv
quality	ˈkwɒ.lɪ.ti
qualm	kwɑm
qualm	kwɔm
qualmish	ˈkwɑ.mɪʃ
qualmish	ˈkwɔ.mɪʃ
quamash	ˈkwɒ.mæʃ
quamash	kwə.ˈmæʃ
quandary	ˈkwɒn.də.ɹi
quandary	ˈkwɒn.dɹi
quandong	ˈkwɒn.ˌdɒŋ
quango	ˈkwæŋ.goʊ
quanta	ˈkwɒn.tə
quanta	ˈkwɒn.tə
quantal	ˈkwɒntl
quant	kwɑnt
Quant	kwɑnt
quantic	ˈkwɒn.tɪk
Quantico	ˈkwɒn.tɪ.ˌkoʊ
quantifier	ˈkwɒn.tə.ˌfaɪ.əɹ
quantify	ˈkwɒn.tə.ˌfaɪ
quantile	ˈkwɒn.taɪl
